yyyy-mm-dd,team1,team2,score1,score2
2017-01-24,GAMBIT,VIRTUS.PRO,10,16
2017-01-24,NORTH,HELLRAISERS,19,15
2017-01-24,GODSENT,ENVY,3,16
2017-01-24,FNATIC,MOUSESPORTS,16,11
2017-01-23,VIRTUS.PRO,G2,16,14
2017-01-23,GODSENT,GAMBIT,9,16
2017-01-23,OPTIC,ASTRALIS,12,16
2017-01-23,NORTH,FNATIC,13,16
2017-01-23,FLIPSID3,LIQUID,14,16
2017-01-23,FAZE,SK,17,19
2017-01-23,NATUS VINCERE,ENVY,16,6
2017-01-23,MOUSESPORTS,HELLRAISERS,16,7
2017-01-22,FLIPSID3,FAZE,9,16
2017-01-22,ASTRALIS,GODSENT,6,16
2017-01-22,LIQUID,ENVY,21,25
2017-01-22,NATUS VINCERE,MOUSESPORTS,16,3
2017-01-22,VIRTUS.PRO,OPTIC,16,13
2017-01-22,SK,HELLRAISERS,16,7
2017-01-22,FNATIC,G2,10,16
2017-01-22,GAMBIT,NORTH,16,8
2017-01-16,LIQUID,RENEGADES,1,2
2017-01-13,VIRTUS.PRO,ENVY,1,1
2017-01-09,HELLRAISERS,MOUSESPORTS,0,2
2017-01-09,FNATIC,G2,2,0
2018-12-15,ASTRALIS,NATUS VINCERE,2,1
2018-12-15,MIBR,NATUS VINCERE,16,2
2018-12-15,ASTRALIS,MIBR,16,7
2018-12-15,ASTRALIS,NIP,16,11
2018-12-15,FAZE,MIBR,15,15
2018-12-14,ASTRALIS,NATUS VINCERE,16,9
2018-12-14,MIBR,NIP,16,6
2018-12-14,NATUS VINCERE,NIP,16,12
2018-12-14,ASTRALIS,FAZE,16,4
2018-12-13,HEROIC,ENCE,0,2
2018-12-13,LDLC,ENCE,1,2
2018-12-12,OPTIC,HEROIC,2,1
2018-12-09,ASTRALIS,LIQUID,3,1
2018-12-08,MIBR,LIQUID,0,2
2018-12-08,ASTRALIS,MOUSESPORTS,2,0
2018-12-07,LIQUID,NATUS VINCERE,2,0
2018-12-07,RENEGADES,MOUSESPORTS,1,2
2018-12-06,MIBR,MOUSESPORTS,2,0
2018-12-06,ASTRALIS,LIQUID,2,0
2018-12-05,MOUSESPORTS,NATUS VINCERE,2,0
2018-12-05,MIBR,NRG,2,1
2018-12-05,RENEGADES,BIG,2,1
2018-12-04,LIQUID,BIG,2,0
2018-12-04,HELLRAISERS,ASTRALIS,1,2
2018-12-04,NRG,NORTH,16,13
2018-12-04,RENEGADES,HELLRAISERS,5,16
2018-12-02,NRG,LIQUID,0,2
2018-12-02,HELLRAISERS,BIG,1,2
2018-12-02,HEROIC,ENCE,0,2
2018-12-01,LIQUID,BIG,2,0
2018-12-01,HELLRAISERS,NRG,0,2
2018-12-01,OPTIC,ENCE,1,2
2018-11-30,COMPLEXITY,HEROIC,10,16
2018-11-30,LDLC,HEROIC,6,16
2018-11-29,NRG,LIQUID,1,2
2018-11-25,ASTRALIS,MIBR,2,0
2018-11-24,MIBR,NORTH,2,1
2018-11-24,NIP,ASTRALIS,1,2
2018-11-24,NORTH,NRG,2,1
2018-11-23,ASTRALIS,MOUSESPORTS,2,0
2018-11-23,NRG,LIQUID,2,0
2018-11-23,NIP,NORTH,2,0
2018-11-22,ASTRALIS,MIBR,1,2
2018-11-22,LIQUID,NORTH,12,16
2018-11-22,NRG,NIP,6,16
2018-11-22,MOUSESPORTS,MIBR,7,16
2018-11-15,MIBR,COMPLEXITY,16,12
2018-11-14,COMPLEXITY,MIBR,5,16
2018-11-14,NIP,MOUSESPORTS,16,14
2018-11-14,HELLRAISERS,G2,16,5
2018-11-14,FAZE,HEROIC,6,16
2018-11-14,G2,HELLRAISERS,18,22
2018-11-14,MOUSESPORTS,NIP,16,14
2018-11-14,HEROIC,FAZE,16,3
2018-11-14,LDLC,G2,9,16
2018-11-14,FAZE,MOUSESPORTS,12,16
2018-11-14,MOUSESPORTS,FAZE,16,4
2018-11-14,G2,LDLC,10,16
2018-11-14,NIP,FNATIC,14,16
2018-11-14,OPTIC,LDLC,16,10
2018-11-14,FNATIC,NIP,13,16
2018-11-14,LDLC,OPTIC,16,10
2018-11-13,LDLC,NIP,7,16
2018-11-13,NIP,LDLC,16,10
2018-11-13,HEROIC,HELLRAISERS,14,16
2018-11-13,HELLRAISERS,HEROIC,14,16
2018-11-11,ASTRALIS,LIQUID,3,0
2018-11-11,FAZE,LIQUID,1,2
2018-11-09,ASTRALIS,MOUSESPORTS,2,0
2018-11-08,RENEGADES,COMPLEXITY,16,14
2018-11-08,COMPLEXITY,RENEGADES,8,16
2018-11-08,ASTRALIS,FAZE,0,2
2018-11-08,G2,NIP,11,16
2018-11-08,NIP,G2,13,16
2018-11-08,BIG,MOUSESPORTS,0,2
2018-11-08,MIBR,COMPLEXITY,16,11
2018-11-08,LIQUID,MOUSESPORTS,2,1
2018-11-08,COMPLEXITY,MIBR,13,16
2018-11-07,MIBR,NRG,1,2
2018-11-07,NATUS VINCERE,BIG,0,2
2018-11-07,FAZE,MIBR,2,1
2018-11-06,ASTRALIS,NORTH,2,0
2018-11-06,MOUSESPORTS,AVANGAR,16,5
2018-11-06,MIBR,RENEGADES,16,12
2018-11-06,NRG,NORTH,10,16
2018-11-04,NRG,OPTIC,3,1
2018-11-04,BIG,OPTIC,0,2
2018-11-04,OPTIC,COMPLEXITY,2,0
2018-11-03,NRG,BIG,2,1
2018-11-03,HEROIC,COMPLEXITY,1,2
2018-11-03,NIP,NATUS VINCERE,0,2
2018-11-03,NATUS VINCERE,NIP,16,10
2018-11-03,FAZE,MIBR,16,7
2018-11-03,NATUS VINCERE,MIBR,16,14
2018-11-03,FAZE,ASTRALIS,7,16
2018-11-03,NATUS VINCERE,ASTRALIS,16,9
2018-11-03,NIP,MIBR,16,4
2018-11-03,COMPLEXITY,G2,2,1
2018-11-02,OPTIC,BIG,1,2
2018-11-02,ASTRALIS,NIP,14,16
2018-11-02,FAZE,NATUS VINCERE,16,8
2018-11-02,MIBR,ASTRALIS,14,16
2018-11-02,FAZE,NIP,15,15
2018-11-02,NRG,HEROIC,2,0
2018-11-02,BIG,G2,2,0
2018-11-01,KINGUIN,HEROIC,0,2
2018-11-01,COMPLEXITY,OPTIC,1,2
2018-11-01,FAZE,NORTH,16,5
2018-11-01,NORTH,FAZE,8,16
2018-10-31,ASTRALIS,NORTH,16,13
2018-10-31,FAZE,NIP,4,16
2018-10-31,NORTH,ASTRALIS,19,17
2018-10-31,NIP,FAZE,11,16
2018-10-31,FAZE,NIP,11,16
2018-10-31,NIP,FAZE,16,11
2018-10-31,HELLRAISERS,NATUS VINCERE,8,16
2018-10-31,NATUS VINCERE,HELLRAISERS,14,16
2018-10-30,MOUSESPORTS,NORTH,7,16
2018-10-30,NORTH,MOUSESPORTS,6,16
2018-10-30,NIP,HELLRAISERS,11,16
2018-10-30,HELLRAISERS,NIP,7,16
2018-10-30,MOUSESPORTS,NORTH,16,6
2018-10-30,NORTH,MOUSESPORTS,16,12
2018-10-28,NATUS VINCERE,FAZE,0,2
2018-10-28,LIQUID,FAZE,0,2
2018-10-27,NIP,FAZE,0,2
2018-10-25,FAZE,NATUS VINCERE,0,2
2018-10-23,ENCE,HELLRAISERS,1,2
2018-10-23,ASTRALIS,MOUSESPORTS,16,10
2018-10-23,MOUSESPORTS,ASTRALIS,5,16
2018-10-23,NATUS VINCERE,HELLRAISERS,2,1
2018-10-23,FAZE,ENCE,2,1
2018-10-22,OPTIC,ASTRALIS,9,16
2018-10-22,ASTRALIS,OPTIC,16,6
2018-10-22,G2,FAZE,9,16
2018-10-22,FAZE,G2,13,16
2018-10-21,COMPLEXITY,NRG,16,5
2018-10-21,NRG,COMPLEXITY,12,16
2018-10-21,MOUSESPORTS,HEROIC,16,3
2018-10-21,G2,BIG,16,11
2018-10-21,HEROIC,MOUSESPORTS,13,16
2018-10-21,BIG,G2,16,6
2018-10-21,FAZE,MOUSESPORTS,13,16
2018-10-21,OPTIC,NORTH,12,16
2018-10-21,MOUSESPORTS,FAZE,13,16
2018-10-21,NORTH,OPTIC,16,12
2018-10-21,HEROIC,NATUS VINCERE,6,16
2018-10-21,NATUS VINCERE,HEROIC,16,9
2018-10-21,MIBR,NRG,16,13
2018-10-21,NRG,MIBR,14,16
2018-10-20,HEROIC,BIG,10,16
2018-10-20,BIG,HEROIC,11,16
2018-10-20,G2,ASTRALIS,2,16
2018-10-20,ASTRALIS,G2,16,3
2018-10-20,NORTH,FAZE,16,14
2018-10-20,NATUS VINCERE,ASTRALIS,19,16
2018-10-20,FAZE,NORTH,16,10
2018-10-20,ASTRALIS,NATUS VINCERE,16,4
2018-10-20,NATUS VINCERE,G2,16,9
2018-10-20,G2,NATUS VINCERE,16,11
2018-10-19,LIQUID,COMPLEXITY,16,10
2018-10-19,COMPLEXITY,LIQUID,16,2
2018-10-19,MIBR,NRG,16,12
2018-10-19,NRG,MIBR,12,16
2018-10-19,FAZE,HELLRAISERS,9,16
2018-10-19,ASTRALIS,HEROIC,16,9
2018-10-19,HELLRAISERS,FAZE,19,17
2018-10-19,MOUSESPORTS,NIP,7,16
2018-10-19,HEROIC,ASTRALIS,5,16
2018-10-19,NIP,MOUSESPORTS,7,16
2018-10-19,NORTH,G2,13,16
2018-10-19,FAZE,ASTRALIS,14,16
2018-10-19,G2,NORTH,8,16
2018-10-19,ASTRALIS,FAZE,16,12
2018-10-19,MOUSESPORTS,BIG,9,16
2018-10-19,ENCE,OPTIC,1,2
2018-10-19,BIG,MOUSESPORTS,19,16
2018-10-18,NIP,NORTH,9,16
2018-10-18,NORTH,NIP,9,16
2018-10-18,OPTIC,MOUSESPORTS,16,12
2018-10-18,NORTH,NATUS VINCERE,19,17
2018-10-18,MOUSESPORTS,OPTIC,16,12
2018-10-18,NATUS VINCERE,NORTH,16,14
2018-10-18,NATUS VINCERE,FAZE,16,14
2018-10-18,NIP,BIG,5,16
2018-10-18,FAZE,NATUS VINCERE,14,16
2018-10-18,BIG,NIP,13,16
2018-10-17,FAZE,BIG,16,11
2018-10-17,MOUSESPORTS,NATUS VINCERE,8,16
2018-10-17,NIP,OPTIC,16,11
2018-10-17,NATUS VINCERE,MOUSESPORTS,11,16
2018-10-17,BIG,FAZE,16,9
2018-10-17,OPTIC,NIP,17,19
2018-10-17,ASTRALIS,HELLRAISERS,16,10
2018-10-17,HELLRAISERS,ASTRALIS,7,16
2018-10-17,G2,NIP,16,5
2018-10-17,NIP,G2,2,16
2018-10-16,LIQUID,NRG,15,19
2018-10-16,NATUS VINCERE,NIP,16,11
2018-10-16,ASTRALIS,G2,16,2
2018-10-16,NIP,NATUS VINCERE,13,16
2018-10-16,G2,ASTRALIS,11,16
2018-10-16,NIP,ASTRALIS,16,7
2018-10-12,NRG,NORTH,2,0
2018-10-12,ENCE,BIG,2,1
2018-10-11,NORTH,NIP,16,8
2018-10-11,NIP,NORTH,7,16
2018-10-10,BIG,MOUSESPORTS,19,17
2018-10-10,TYLOO,BIG,10,16
2018-10-09,G2,MOUSESPORTS,14,16
2018-10-09,MOUSESPORTS,G2,16,4
2018-10-09,NORTH,GAMBIT,16,13
2018-10-09,MOUSESPORTS,ENCE,12,16
2018-10-09,BIG,COMPLEXITY,16,8
2018-10-08,NORTH,NRG,12,16
2018-10-08,HELLRAISERS,TYLOO,11,16
2018-10-07,GAMBIT,COMPLEXITY,16,14
2018-10-07,G2,NORTH,8,16
2018-10-07,NORTH,G2,16,4
2018-10-07,VEGA SQUADRON,NRG,17,19
2018-10-07,ENCE,TYLOO,16,6
2018-10-06,LIQUID,MIBR,16,14
2018-10-06,MIBR,LIQUID,16,10
2018-10-06,NORTH,ASTRALIS,4,16
2018-10-06,ASTRALIS,NORTH,16,3
2018-10-05,G2,HEROIC,16,6
2018-10-05,ASTRALIS,MOUSESPORTS,16,11
2018-10-05,HEROIC,G2,12,16
2018-10-05,MOUSESPORTS,ASTRALIS,13,16
2018-10-04,G2,FAZE,14,16
2018-10-04,FAZE,G2,9,16
2018-10-04,FAZE,ASTRALIS,4,16
2018-10-04,G2,MOUSESPORTS,8,16
2018-10-04,ASTRALIS,FAZE,16,7
2018-10-04,MOUSESPORTS,G2,16,5
2018-10-03,COMPLEXITY,NRG,16,12
2018-10-03,NRG,COMPLEXITY,16,13
2018-10-03,ASTRALIS,BIG,13,16
2018-10-03,BIG,ASTRALIS,9,16
2018-10-03,HELLRAISERS,NORTH,16,14
2018-10-03,HEROIC,FNATIC,10,16
2018-10-03,NIP,ASTRALIS,13,16
2018-10-03,NORTH,HELLRAISERS,19,15
2018-10-03,FNATIC,HEROIC,13,16
2018-10-03,ASTRALIS,NIP,16,8
2018-10-03,MOUSESPORTS,HELLRAISERS,16,4
2018-10-03,HELLRAISERS,MOUSESPORTS,9,16
2018-10-02,NORTH,BIG,13,16
2018-10-02,NIP,HEROIC,11,16
2018-10-02,BIG,NORTH,20,22
2018-10-02,HEROIC,NIP,16,13
2018-10-02,HEROIC,NORTH,10,16
2018-10-02,NORTH,HEROIC,16,6
2018-10-02,HELLRAISERS,BIG,2,16
2018-10-02,BIG,HELLRAISERS,10,16
2018-09-30,MOUSESPORTS,LIQUID,3,2
2018-09-30,HEROIC,KINGUIN,2,1
2018-09-29,LIQUID,GAMBIT,2,0
2018-09-29,ASTRALIS,MIBR,2,1
2018-09-29,MOUSESPORTS,NRG,2,0
2018-09-29,ASTRALIS,MIBR,16,7
2018-09-29,NIP,ASTRALIS,11,16
2018-09-28,NRG,G2,2,0
2018-09-28,NIP,MIBR,15,15
2018-09-28,NATUS VINCERE,GAMBIT,0,2
2018-09-28,KINGUIN,HEROIC,6,16
2018-09-27,G2,LIQUID,0,2
2018-09-27,GAMBIT,MOUSESPORTS,1,2
2018-09-27,FAZE,NRG,0,2
2018-09-26,NATUS VINCERE,FNATIC,2,0
2018-09-26,NRG,LIQUID,1,2
2018-09-26,FAZE,G2,1,2
2018-09-26,FNATIC,MOUSESPORTS,1,2
2018-09-26,NATUS VINCERE,GAMBIT,1,2
2018-09-23,NATUS VINCERE,ASTRALIS,0,2
2018-09-22,LIQUID,ASTRALIS,0,2
2018-09-22,MIBR,NATUS VINCERE,0,2
2018-09-21,ASTRALIS,FAZE,2,0
2018-09-21,LIQUID,HELLRAISERS,2,1
2018-09-20,COMPLEXITY,MIBR,0,2
2018-09-20,BIG,NATUS VINCERE,0,2
2018-09-16,NIP,MIBR,1,2
2018-09-16,G2,FAZE,0,2
2018-09-16,FNATIC,HELLRAISERS,1,2
2018-09-15,ASTRALIS,MIBR,16,0
2018-09-15,NATUS VINCERE,FNATIC,16,9
2018-09-15,TYLOO,FAZE,4,16
2018-09-15,VEGA SQUADRON,NIP,11,16
2018-09-15,BIG,HELLRAISERS,16,9
2018-09-14,FAZE,MOUSESPORTS,16,8
2018-09-14,ASTRALIS,LIQUID,15,19
2018-09-14,G2,MIBR,4,16
2018-09-14,NATUS VINCERE,NIP,16,6
2018-09-14,TYLOO,HELLRAISERS,10,16
2018-09-14,VEGA SQUADRON,FNATIC,14,16
2018-09-13,MOUSESPORTS,MIBR,6,16
2018-09-13,NATUS VINCERE,FAZE,16,12
2018-09-13,NIP,LIQUID,10,16
2018-09-13,VEGA SQUADRON,ASTRALIS,4,16
2018-09-13,BIG,TYLOO,16,7
2018-09-12,NATUS VINCERE,ASTRALIS,14,16
2018-09-12,MOUSESPORTS,NIP,12,16
2018-09-12,MIBR,TYLOO,13,16
2018-09-12,FAZE,BIG,5,16
2018-09-12,G2,HELLRAISERS,22,20
2018-09-09,OPTIC,BIG,0,2
2018-09-08,BIG,GAMBIT,16,8
2018-09-08,HELLRAISERS,OPTIC,25,23
2018-09-08,TYLOO,RENEGADES,16,10
2018-09-07,NORTH,VIRTUS.PRO,16,6
2018-09-07,TYLOO,OPTIC,26,28
2018-09-07,GAMBIT,HELLRAISERS,14,16
2018-09-07,ASTRALIS,NIP,26,28
2018-09-06,OPTIC,VIRTUS.PRO,16,13
2018-09-06,RENEGADES,GAMBIT,10,16
2018-09-06,LIQUID,HELLRAISERS,16,9
2018-09-06,NIP,TYLOO,16,12
2018-09-05,LIQUID,OPTIC,16,4
2018-09-05,NORTH,HELLRAISERS,17,19
2018-09-05,BIG,RENEGADES,16,6
2018-09-05,GAMBIT,TYLOO,17,19
2018-09-05,VIRTUS.PRO,NIP,5,16
2018-09-04,ENCE,VIRTUS.PRO,2,0
2018-09-02,ASTRALIS,NORTH,1,2
2018-09-02,MOUSESPORTS,NORTH,1,2
2018-09-02,NIP,ASTRALIS,0,2
2018-09-01,NORTH,NATUS VINCERE,2,0
2018-09-01,FAZE,MOUSESPORTS,1,2
2018-09-01,MIBR,ASTRALIS,0,2
2018-08-31,HELLRAISERS,MOUSESPORTS,0,2
2018-08-31,TYLOO,ASTRALIS,1,2
2018-08-30,MOUSESPORTS,MIBR,0,2
2018-08-30,FAZE,OPTIC,2,0
2018-08-30,GAMBIT,HELLRAISERS,1,2
2018-08-30,ASTRALIS,NORTH,1,2
2018-08-29,NATUS VINCERE,NRG,2,1
2018-08-29,MIBR,HELLRAISERS,16,11
2018-08-29,FNATIC,OPTIC,6,16
2018-08-29,MOUSESPORTS,GAMBIT,16,7
2018-08-29,NRG,NIP,13,16
2018-08-29,NORTH,TYLOO,16,7
2018-08-25,ENCE,NORTH,1,2
2018-08-24,NORTH,GAMBIT,2,0
2018-08-23,NORTH,ENCE,1,2
2018-08-06,TYLOO,NRG,0,2
2018-08-05,NRG,GAMBIT,2,0
2018-08-01,NRG,HELLRAISERS,2,1
2018-07-29,ASTRALIS,LIQUID,2,0
2018-07-28,NATUS VINCERE,LIQUID,0,2
2018-07-28,ASTRALIS,MOUSESPORTS,2,0
2018-07-25,MOUSESPORTS,FNATIC,2,1
2018-07-25,LIQUID,MIBR,2,0
2018-07-24,FNATIC,FAZE,2,0
2018-07-24,CLOUD9,MIBR,0,2
2018-07-23,NATUS VINCERE,MOUSESPORTS,2,1
2018-07-23,ASTRALIS,LIQUID,2,0
2018-07-22,NATUS VINCERE,FNATIC,2,1
2018-07-22,OPTIC,NIP,0,2
2018-07-22,NIP,ENCE,2,0
2018-07-22,ENCE,OPTIC,1,2
2018-07-21,LIQUID,MIBR,2,0
2018-07-21,ASTRALIS,CLOUD9,2,0
2018-07-21,OPTIC,NIP,2,1
2018-07-20,TYLOO,RENEGADES,0,2
2018-07-19,OPTIC,ENCE,16,13
2018-07-18,TYLOO,RENEGADES,2,1
2018-07-07,ASTRALIS,NATUS VINCERE,1,2
2018-07-06,NATUS VINCERE,FNATIC,2,0
2018-07-05,FAZE,FNATIC,2,1
2018-07-05,NORTH,MIBR,1,2
2018-07-04,CLOUD9,NATUS VINCERE,0,2
2018-07-04,FAZE,MIBR,2,0
2018-07-04,LIQUID,NORTH,0,2
2018-07-03,GAMBIT,NATUS VINCERE,0,2
2018-07-03,ASTRALIS,CLOUD9,2,0
2018-07-03,FNATIC,NORTH,16,14
2018-07-03,RENEGADES,MIBR,13,16
2018-07-03,MOUSESPORTS,GAMBIT,16,8
2018-07-03,NIP,CLOUD9,3,16
2018-07-01,NIP,AGO,2,1
2018-06-28,SPACE SOLDIERS,AGO,2,1
2018-06-27,HELLRAISERS,AGO,2,0
2018-06-27,VIRTUS.PRO,SPACE SOLDIERS,0,2
2018-06-27,SPACE SOLDIERS,OPTIC,1,2
2018-06-26,RENEGADES,NRG,1,2
2018-06-26,NORTH,GAMBIT,2,3
2018-06-26,HELLRAISERS,GAMBIT,1,2
2018-06-26,NORTH,GAMBIT,2,1
2018-06-26,OPTIC,HELLRAISERS,0,2
2018-06-17,AGO,NORTH,1,2
2018-06-17,RENEGADES,GAMBIT,0,2
2018-06-17,NORTH,RED RESERVE,2,1
2018-06-17,NIP,TYLOO,1,2
2018-06-16,FAZE,LIQUID,2,1
2018-06-16,AGO,RED RESERVE,22,20
2018-06-15,SK,SPACE SOLDIERS,2,0
2018-06-14,FAZE,SPACE SOLDIERS,2,0
2018-06-14,NATUS VINCERE,NIP,2,1
2018-06-13,SPACE SOLDIERS,SK,2,0
2018-06-10,HELLRAISERS,SK,0,2
2018-06-10,LIQUID,ASTRALIS,0,2
2018-06-10,VIRTUS.PRO,GAMBIT,16,11
2018-06-10,ASTRALIS,FAZE,2,0
2018-06-10,NRG,LIQUID,0,2
2018-06-09,LIQUID,FNATIC,2,0
2018-06-09,CLOUD9,FNATIC,1,2
2018-06-08,NRG,FAZE,16,8
2018-06-08,ASTRALIS,LIQUID,16,6
2018-06-08,FNATIC,LIQUID,14,16
2018-06-08,ASTRALIS,CLOUD9,16,13
2018-06-03,HEROIC,SPACE SOLDIERS,0,2
2018-06-03,MOUSESPORTS,NATUS VINCERE,1,2
2018-06-02,SK,NATUS VINCERE,1,2
2018-06-02,MOUSESPORTS,NIP,2,1
2018-06-02,AGO,NORTH,1,2
2018-06-01,NORTH,GODSENT,2,0
2018-05-31,MOUSESPORTS,NATUS VINCERE,2,1
2018-05-31,RENEGADES,VIRTUS.PRO,2,1
2018-05-31,NIP,NORTH,2,0
2018-05-31,TYLOO,GODSENT,1,2
2018-05-30,SK,LIQUID,2,1
2018-05-30,AGO,MOUSESPORTS,2,1
2018-05-30,VIRTUS.PRO,NATUS VINCERE,0,2
2018-05-30,NIP,TYLOO,2,0
2018-05-30,HELLRAISERS,NORTH,0,2
2018-05-30,RENEGADES,GAMBIT,2,1
2018-05-29,AGO,NIP,2,0
2018-05-29,GODSENT,LIQUID,1,2
2018-05-29,MOUSESPORTS,TYLOO,2,0
2018-05-29,RENEGADES,HELLRAISERS,1,2
2018-05-29,VIRTUS.PRO,GAMBIT,2,0
2018-05-28,NIP,HELLRAISERS,2,0
2018-05-28,GODSENT,RENEGADES,2,0
2018-05-28,MOUSESPORTS,NORTH,2,1
2018-05-28,NATUS VINCERE,TYLOO,0,2
2018-05-28,LIQUID,NRG,2,0
2018-05-26,GAMBIT,SPACE SOLDIERS,2,1
2018-05-26,HELLRAISERS,NORTH,0,2
2018-05-26,VIRTUS.PRO,SPACE SOLDIERS,0,2
2018-05-26,GAMBIT,HEROIC,2,0
2018-05-25,NORTH,VIRTUS.PRO,2,1
2018-05-25,GAMBIT,HELLRAISERS,0,2
2018-05-25,SPACE SOLDIERS,HELLRAISERS,1,2
2018-05-25,HEROIC,VIRTUS.PRO,1,2
2018-05-23,SK,GAMBIT,2,1
2018-05-21,NORTH,HELLRAISERS,2,0
2018-05-21,GODSENT,HELLRAISERS,0,2
2018-05-21,NORTH,GAMBIT,2,1
2018-05-20,LIQUID,ASTRALIS,1,3
2018-05-20,GAMBIT,AGO,2,1
2018-05-19,ASTRALIS,FAZE,2,0
2018-05-19,NATUS VINCERE,LIQUID,0,2
2018-05-19,GAMBIT,GODSENT,8,16
2018-05-19,GODSENT,AGO,16,11
2018-05-18,FAZE,SK,2,0
2018-05-18,MOUSESPORTS,LIQUID,0,2
2018-05-17,LIQUID,ASTRALIS,0,2
2018-05-17,FAZE,NATUS VINCERE,0,2
2018-05-17,RENEGADES,SK,0,2
2018-05-16,SK,ASTRALIS,0,2
2018-05-16,MOUSESPORTS,NRG,2,0
2018-05-15,FAZE,MOUSESPORTS,2,0
2018-05-15,SK,NIP,19,16
2018-05-15,CLOUD9,FAZE,3,16
2018-05-15,AGO,GODSENT,2,1
2018-05-12,VIRTUS.PRO,NIP,10,16
2018-05-11,NIP,G2,12,16
2018-05-11,G2,NIP,16,10
2018-05-10,LIQUID,SK,19,22
2018-05-10,SK,LIQUID,16,12
2018-05-10,GODSENT,FAZE,13,16
2018-05-10,FAZE,GODSENT,14,16
2018-05-10,NIP,FAZE,12,16
2018-05-10,GODSENT,FNATIC,16,14
2018-05-10,GAMBIT,ASTRALIS,10,16
2018-05-10,FAZE,NIP,18,22
2018-05-10,FNATIC,GODSENT,16,14
2018-05-10,ASTRALIS,GAMBIT,16,6
2018-05-09,GAMBIT,MOUSESPORTS,19,17
2018-05-09,MOUSESPORTS,GAMBIT,14,16
2018-05-09,MOUSESPORTS,G2,16,11
2018-05-09,G2,MOUSESPORTS,16,7
2018-05-06,VIRTUS.PRO,GODSENT,0,2
2018-05-06,FAZE,ASTRALIS,3,0
2018-05-05,ASTRALIS,MOUSESPORTS,2,1
2018-05-04,HEROIC,AGO,1,2
2018-05-04,RENEGADES,MOUSESPORTS,1,2
2018-05-04,FAZE,FNATIC,2,0
2018-05-03,MOUSESPORTS,G2,2,0
2018-05-03,ASTRALIS,FNATIC,2,0
2018-05-03,CLOUD9,FAZE,0,2
2018-05-03,NRG,G2,1,2
2018-05-02,FNATIC,G2,2,1
2018-05-02,MOUSESPORTS,ASTRALIS,0,2
2018-05-01,RENEGADES,FAZE,2,1
2018-05-01,NRG,ASTRALIS,17,19
2018-04-27,NRG,RENEGADES,2,0
2018-04-26,RENEGADES,SK,3,16
2018-04-26,SK,RENEGADES,19,15
2018-04-26,ASTRALIS,NIP,11,16
2018-04-26,NORTH,HELLRAISERS,11,16
2018-04-26,ENVY,MOUSESPORTS,13,16
2018-04-26,G2,NATUS VINCERE,16,9
2018-04-26,SPACE SOLDIERS,FAZE,8,16
2018-04-26,HELLRAISERS,NORTH,16,19
2018-04-26,GODSENT,VIRTUS.PRO,16,5
2018-04-26,NATUS VINCERE,G2,16,13
2018-04-26,NIP,ASTRALIS,16,8
2018-04-26,MOUSESPORTS,ENVY,16,11
2018-04-26,FAZE,SPACE SOLDIERS,16,5
2018-04-25,FNATIC,G2,9,16
2018-04-25,G2,FNATIC,16,10
2018-04-25,FNATIC,NATUS VINCERE,13,16
2018-04-25,NIP,MOUSESPORTS,16,9
2018-04-25,NATUS VINCERE,FNATIC,25,22
2018-04-25,MOUSESPORTS,NIP,17,19
2018-04-25,ENVY,ASTRALIS,16,14
2018-04-25,ASTRALIS,ENVY,16,3
2018-04-24,G2,FAZE,16,11
2018-04-24,FAZE,G2,19,16
2018-04-24,G2,ASTRALIS,20,22
2018-04-24,SPACE SOLDIERS,MOUSESPORTS,11,16
2018-04-24,MOUSESPORTS,SPACE SOLDIERS,16,14
2018-04-24,ASTRALIS,G2,16,10
2018-04-24,HEROIC,ENVY,16,13
2018-04-24,ENVY,HEROIC,14,16
2018-04-22,NATUS VINCERE,ASTRALIS,0,2
2018-04-22,ASTRALIS,FNATIC,2,0
2018-04-22,NATUS VINCERE,GAMBIT,2,0
2018-04-21,NIP,FNATIC,1,2
2018-04-21,ASTRALIS,FAZE,2,0
2018-04-21,CLOUD9,GAMBIT,0,2
2018-04-21,NATUS VINCERE,MOUSESPORTS,2,0
2018-04-20,GAMBIT,LIQUID,2,1
2018-04-20,RENEGADES,FNATIC,0,2
2018-04-20,SK,MOUSESPORTS,0,2
2018-04-19,LIQUID,ASTRALIS,1,2
2018-04-19,FNATIC,NATUS VINCERE,1,2
2018-04-19,MOUSESPORTS,NIP,1,2
2018-04-19,FAZE,CLOUD9,0,2
2018-04-18,GAMBIT,SPACE SOLDIERS,16,7
2018-04-18,ASTRALIS,SPACE SOLDIERS,16,2
2018-04-18,LIQUID,GAMBIT,16,7
2018-04-18,NATUS VINCERE,RENEGADES,16,4
2018-04-18,CLOUD9,G2,22,20
2018-04-18,SK,NIP,13,16
2018-04-14,SPACE SOLDIERS,GAMBIT,2,0
2018-04-13,NORTH,SPACE SOLDIERS,0,2
2018-04-12,CLOUD9,RENEGADES,19,17
2018-04-12,RENEGADES,CLOUD9,9,16
2018-04-12,MOUSESPORTS,VIRTUS.PRO,16,3
2018-04-12,VIRTUS.PRO,MOUSESPORTS,10,16
2018-04-12,VIRTUS.PRO,HELLRAISERS,1,2
2018-04-12,NIP,NORTH,16,6
2018-04-12,NORTH,NIP,19,15
2018-04-12,SPACE SOLDIERS,HEROIC,2,0
2018-04-11,RENEGADES,CLOUD9,9,16
