yyyy-mm-dd,team1,team2,score1,score2
2019-07-02,NATUS VINCERE,LIQUID,1,2
2019-07-02,FURIA,RENEGADES,2,0
2019-07-02,VITALITY,NIP,10,16
2019-07-02,HEROIC,ENCE,16,10
2019-07-02,MIBR,FNATIC,11,16
2019-07-02,FAZE,RENEGADES,16,14
2019-07-02,FURIA,NRG,7,16
2019-07-02,NATUS VINCERE,MOUSESPORTS,16,14
2019-06-29,HEROIC,WINDIGO,2,0
2019-06-25,OPTIC,HEROIC,1,2
2019-06-25,HEROIC,AVANGAR,16,12
2019-06-23,G2,LIQUID,1,3
2019-06-22,MOUSESPORTS,LIQUID,0,2
2019-06-22,NRG,G2,1,2
2019-06-21,ASTRALIS,LIQUID,1,2
2019-06-21,G2,FAZE,2,0
2019-06-20,FAZE,MOUSESPORTS,0,2
2019-06-20,MIBR,LIQUID,0,2
2019-06-20,NRG,ASTRALIS,2,1
2019-06-20,MIBR,NORTH,2,1
2019-06-19,NORTH,FAZE,1,2
2019-06-18,NRG,G2,2,1
2019-06-18,GRAYHOUND,FNATIC,0,2
2019-06-18,MOUSESPORTS,MIBR,16,8
2019-06-18,NORTH,LIQUID,16,13
2019-06-18,G2,GRAYHOUND,16,13
2019-06-18,FNATIC,NRG,12,16
2019-06-17,G2,LIQUID,0,2
2019-06-13,CR4ZY,VITALITY,16,14
2019-06-09,FURIA,VITALITY,0,2
2019-06-08,NRG,VITALITY,0,2
2019-06-08,NORTH,FURIA,0,2
2019-06-07,FURIA,ASTRALIS,2,1
2019-06-07,ASTRALIS,NIP,2,0
2019-06-06,VITALITY,NORTH,1,2
2019-06-06,FURIA,NRG,0,2
2019-06-06,MIBR,NORTH,23,25
2019-06-06,NIP,NRG,11,16
2019-06-06,ASTRALIS,FURIA,14,16
2019-06-02,LIQUID,ENCE,2,1
2019-06-01,ENCE,FAZE,2,0
2019-06-01,LIQUID,FURIA,2,0
2019-05-31,FAZE,G2,2,0
2019-05-31,VITALITY,FURIA,0,2
2019-05-31,ENCE,FURIA,2,1
2019-05-31,RENEGADES,G2,1,2
2019-05-30,LIQUID,FAZE,2,1
2019-05-30,VITALITY,NORTH,2,0
2019-05-30,NRG,G2,1,2
2019-05-30,RENEGADES,FNATIC,2,1
2019-05-29,FURIA,FNATIC,2,0
2019-05-29,ENCE,G2,2,1
2019-05-28,LIQUID,NORTH,2,0
2019-05-28,NRG,FURIA,7,16
2019-05-28,RENEGADES,G2,17,19
2019-05-28,VITALITY,NORTH,14,16
2019-05-26,VITALITY,LIQUID,2,0
2019-05-26,LIQUID,NRG,2,0
2019-05-26,VITALITY,ENCE,2,1
2019-05-26,LIQUID,NRG,16,13
2019-05-25,NRG,LIQUID,16,12
2019-05-25,RENEGADES,LIQUID,11,16
2019-05-25,LIQUID,RENEGADES,16,8
2019-05-25,RENEGADES,VITALITY,16,13
2019-05-25,VITALITY,RENEGADES,16,14
2019-05-25,VITALITY,ENCE,9,16
2019-05-25,ENCE,VITALITY,7,16
2019-05-24,MIBR,LIQUID,2,1
2019-05-24,ENCE,NRG,3,16
2019-05-24,NRG,ENCE,13,16
2019-05-24,ENCE,LIQUID,3,16
2019-05-24,LIQUID,ENCE,14,16
2019-05-24,VITALITY,LIQUID,16,12
2019-05-24,LIQUID,VITALITY,3,16
2019-05-24,RENEGADES,NRG,8,16
2019-05-24,NRG,RENEGADES,16,13
2019-05-24,RENEGADES,ENCE,12,16
2019-05-23,ENCE,RENEGADES,14,16
2019-05-23,VITALITY,NRG,16,7
2019-05-23,NRG,VITALITY,20,22
2019-05-23,NORTH,BIG,2,0
2019-05-22,FNATIC,AVANGAR,2,1
2019-05-22,NATUS VINCERE,BIG,2,0
2019-05-21,FAZE,G2,2,0
2019-05-21,NATUS VINCERE,NORTH,1,2
2019-05-21,AVANGAR,MOUSESPORTS,2,1
2019-05-19,MOUSESPORTS,VALIANCE,2,0
2019-05-19,VALIANCE,G2,2,1
2019-05-19,AVANGAR,MOUSESPORTS,0,2
2019-05-18,MOUSESPORTS,WINDIGO,2,0
2019-05-17,MOUSESPORTS,VALIANCE,6,16
2019-05-17,WINDIGO,VALIANCE,5,16
2019-05-16,MIBR,RENEGADES,2,0
2019-05-16,MIBR,LIQUID,2,0
2019-05-16,AVANGAR,NIP,1,2
2019-05-15,MOUSESPORTS,NIP,0,2
2019-05-13,G2,MOUSESPORTS,0,2
2019-05-11,ASTRALIS,ENCE,0,2
2019-05-11,NIP,NATUS VINCERE,16,9
2019-05-11,ASTRALIS,ENCE,13,16
2019-05-11,ASTRALIS,NATUS VINCERE,16,13
2019-05-10,NORTH,AVANGAR,0,2
2019-05-10,NIP,ENCE,16,5
2019-05-10,ASTRALIS,NIP,16,8
2019-05-10,ENCE,NATUS VINCERE,16,4
2019-05-09,VITALITY,AVANGAR,2,0
2019-05-05,VALIANCE,FORZE,2,0
2019-05-05,LIQUID,FNATIC,3,2
2019-05-04,NRG,FNATIC,1,2
2019-05-04,LIQUID,MIBR,2,0
2019-05-03,VITALITY,ENCE,16,13
2019-05-03,NIP,FNATIC,1,2
2019-05-02,NRG,MIBR,2,0
2019-05-02,LIQUID,NIP,2,0
2019-05-01,FNATIC,MIBR,0,2
2019-05-01,FAZE,NRG,0,2
2019-04-30,NIP,RENEGADES,2,0
2019-04-30,FNATIC,HEROIC,16,7
2019-04-27,VALIANCE,VITALITY,0,2
2019-04-25,ASTRALIS,BIG,2,1
2019-04-25,FORZE,VALIANCE,1,2
2019-04-21,G2,WINDIGO,2,1
2019-04-21,FURIA,AVANGAR,1,2
2019-04-21,NATUS VINCERE,FNATIC,2,1
2019-04-21,AVANGAR,VALIANCE,2,1
2019-04-20,FNATIC,WINDIGO,2,1
2019-04-20,NATUS VINCERE,G2,1,2
2019-04-19,FNATIC,G2,0,2
2019-04-19,NATUS VINCERE,WINDIGO,2,1
2019-04-18,LIQUID,GHOST,2,0
2019-04-18,FAZE,NIP,2,0
2019-04-15,NRG,RENEGADES,1,2
2019-04-14,VITALITY,G2,2,1
2019-04-13,LIQUID,FAZE,0,2
2019-04-13,MIBR,LIQUID,10,16
2019-04-13,ASTRALIS,FAZE,5,16
2019-04-13,ASTRALIS,LIQUID,14,16
2019-04-13,FAZE,NATUS VINCERE,16,10
2019-04-13,NATUS VINCERE,LIQUID,12,16
2019-04-13,ASTRALIS,MIBR,2,16
2019-04-12,FAZE,MIBR,15,15
2019-04-12,ASTRALIS,NATUS VINCERE,16,7
2019-04-12,MIBR,NATUS VINCERE,8,16
2019-04-12,LIQUID,FAZE,16,5
2019-04-07,WINDIGO,VALIANCE,2,1
2019-04-07,AGO,VALIANCE,1,2
2019-04-07,NATUS VINCERE,FNATIC,3,0
2019-04-06,NRG,FNATIC,0,2
2019-04-06,RENEGADES,NATUS VINCERE,1,2
2019-04-06,NATUS VINCERE,ENCE,2,1
2019-04-05,RENEGADES,NIP,2,0
2019-04-05,FNATIC,NORTH,2,1
2019-04-05,NRG,VITALITY,2,0
2019-04-03,NORTH,FAZE,2,0
2019-04-03,NRG,BIG,2,0
2019-04-02,ENCE,FAZE,2,1
2019-04-02,NATUS VINCERE,NRG,2,0
2019-04-02,NORTH,MIBR,2,0
2019-04-01,FAZE,RENEGADES,1,2
2019-04-01,VITALITY,FNATIC,0,2
2019-04-01,NRG,MIBR,2,0
2019-04-01,NATUS VINCERE,NIP,2,1
2019-03-31,ENCE,VITALITY,1,2
2019-03-31,NRG,FNATIC,0,2
2019-03-31,RENEGADES,MIBR,2,1
2019-03-31,NATUS VINCERE,BIG,2,0
2019-03-31,NIP,NORTH,2,1
2019-03-30,BIG,VITALITY,0,2
2019-03-30,FNATIC,NIP,2,1
2019-03-30,NORTH,NRG,1,2
2019-03-24,AVANGAR,G2,0,2
2019-03-23,ASTRALIS,LIQUID,2,1
2019-03-23,ENCE,LIQUID,15,15
2019-03-23,ASTRALIS,FAZE,16,13
2019-03-23,MIBR,NIP,13,16
2019-03-23,ASTRALIS,NIP,16,12
2019-03-23,ENCE,FAZE,16,9
2019-03-23,MIBR,LIQUID,2,16
2019-03-23,ASTRALIS,MIBR,16,10
2019-03-23,LIQUID,FAZE,16,8
2019-03-23,ENCE,NIP,16,7
2019-03-23,AVANGAR,WINDIGO,0,2
2019-03-22,ASTRALIS,ENCE,16,14
2019-03-22,FAZE,MIBR,16,11
2019-03-22,NIP,LIQUID,3,16
2019-03-22,ASTRALIS,LIQUID,16,13
2019-03-22,MIBR,ENCE,9,16
2019-03-22,FAZE,NIP,7,16
2019-03-22,BIG,WINDIGO,0,2
2019-03-21,NRG,FURIA,2,1
2019-03-21,NORTH,VITALITY,2,1
2019-03-19,NORTH,AVANGAR,2,0
2019-03-17,FNATIC,G2,0,2
2019-03-15,ENCE,VITALITY,17,19
2019-03-14,ASTRALIS,NIP,2,0
2019-03-13,NIP,FAZE,2,1
2019-03-12,ASTRALIS,AVANGAR,2,0
2019-03-11,NORTH,AVANGAR,1,2
2019-03-06,VALIANCE,AVANGAR,2,0
2019-03-06,AVANGAR,VITALITY,2,1
2019-03-04,VITALITY,VALIANCE,12,16
2019-03-03,ENCE,ASTRALIS,0,2
2019-03-02,NATUS VINCERE,ENCE,1,2
2019-03-01,ASTRALIS,NIP,2,0
2019-02-28,LIQUID,ENCE,0,2
2019-02-28,NATUS VINCERE,FAZE,2,0
2019-02-24,FAZE,CLOUD9,2,0
2019-02-24,NIP,VITALITY,2,1
2019-02-24,ENCE,AVANGAR,2,0
2019-02-23,ENCE,G2,2,0
2019-02-22,MIBR,NIP,2,0
2019-02-22,NATUS VINCERE,AVANGAR,2,0
2019-02-22,RENEGADES,VITALITY,2,1
2019-02-21,LIQUID,NATUS VINCERE,2,0
2019-02-21,ASTRALIS,RENEGADES,2,1
2019-02-21,ENCE,BIG,2,1
2019-02-21,VITALITY,CLOUD9,16,14
2019-02-21,FAZE,AVANGAR,13,16
2019-02-21,MIBR,G2,16,12
2019-02-20,LIQUID,NIP,16,13
2019-02-20,NATUS VINCERE,VITALITY,25,22
2019-02-20,ASTRALIS,CLOUD9,16,0
2019-02-20,FAZE,RENEGADES,14,16
2019-02-20,NRG,AVANGAR,13,16
2019-02-20,BIG,G2,13,16
2019-02-20,MIBR,CLOUD9,3,16
2019-02-20,NRG,NIP,14,16
2019-02-20,LIQUID,AVANGAR,16,12
2019-02-20,NATUS VINCERE,G2,16,7
2019-02-20,ENCE,RENEGADES,13,16
2019-02-20,BIG,VITALITY,11,16
2019-02-16,G2,FNATIC,2,1
2019-02-14,ENCE,RENEGADES,0,2
2019-02-14,G2,AVANGAR,10,16
2019-02-13,NIP,RENEGADES,13,16
2019-02-13,ENCE,G2,16,6
2019-02-13,ENCE,SPIRIT,16,10
2019-02-13,RENEGADES,AVANGAR,16,8
2019-02-08,BIG,G2,3,0
2019-02-07,NORTH,NATUS VINCERE,2,0
2019-02-06,BIG,HELLRAISERS,2,1
2019-02-06,VALIANCE,BIG,1,2
2019-02-03,HELLRAISERS,VITALITY,0,2
2019-02-03,BIG,HELLRAISERS,0,2
2019-02-02,BIG,SPIRIT,2,1
2019-01-28,CLOUD9,FAZE,1,2
2019-01-27,FAZE,BIG,2,1
2019-01-26,CLOUD9,BIG,2,0
2019-01-25,FAZE,CLOUD9,0,2
2019-01-21,LIQUID,ASTRALIS,2,1
2019-01-21,ASTRALIS,GHOST,2,0
2019-01-20,LIQUID,FNATIC,2,1
2019-01-20,GHOST,FAZE,16,13
2019-01-20,CLOUD9,FNATIC,14,16
2019-01-20,LIQUID,GHOST,16,8
2019-01-20,FAZE,GHOST,14,16
2019-01-20,ASTRALIS,CLOUD9,16,9
2019-01-19,FNATIC,CLOUD9,7,16
2019-01-19,NORTH,ENCE,0,2
2019-01-17,OPTIC,MOUSESPORTS,0,2
2020-12-20,ASTRALIS,LIQUID,3,0
2020-12-19,BIG,LIQUID,0,2
2020-12-19,NATUS VINCERE,ASTRALIS,1,2
2020-12-18,FURIA,LIQUID,0,2
2020-12-18,VITALITY,ASTRALIS,1,2
2020-12-17,NATUS VINCERE,LIQUID,2,0
2020-12-17,FURIA,HEROIC,2,1
2020-12-16,BIG,ASTRALIS,2,0
2020-12-16,VITALITY,COMPLEXITY,2,0
2020-12-16,LIQUID,HEROIC,2,0
2020-12-15,NATUS VINCERE,FURIA,2,0
2020-12-15,ASTRALIS,COMPLEXITY,2,0
2020-12-15,BIG,VITALITY,2,1
2020-12-13,VITALITY,ASTRALIS,2,1
2020-12-13,BIG,ASTRALIS,0,2
2020-12-12,GAMBIT,VIRTUS.PRO,1,2
2020-12-12,ASTRALIS,NATUS VINCERE,2,0
2020-12-12,VITALITY,BIG,2,1
2020-12-11,FURIA,NATUS VINCERE,0,2
2020-12-11,ASTRALIS,G2,2,0
2020-12-10,G2,BIG,1,2
2020-12-10,VITALITY,NATUS VINCERE,2,0
2020-12-10,FURIA,OG,2,1
2020-12-09,MOUSESPORTS,ASTRALIS,0,2
2020-12-09,OG,BIG,0,2
2020-12-09,G2,FURIA,2,1
2020-12-08,NATUS VINCERE,ASTRALIS,2,1
2020-12-08,VITALITY,MOUSESPORTS,2,0
2020-12-06,VIRTUS.PRO,OG,2,1
2020-12-06,MOUSESPORTS,ASTRALIS,1,3
2020-12-06,FNATIC,OG,0,2
2020-12-05,VIRTUS.PRO,FNATIC,2,1
2020-12-04,OG,BIG,2,0
2020-12-04,GAMBIT,ASTRALIS,0,2
2020-12-04,FURIA,COMPLEXITY,2,0
2020-12-03,ASTRALIS,G2,2,0
2020-12-03,VIRTUS.PRO,BIG,2,1
2020-12-03,FAZE,COMPLEXITY,1,2
2020-12-02,FURIA,G2,2,1
2020-12-02,LIQUID,ASTRALIS,0,2
2020-12-01,HEROIC,SPIRIT,2,0
2020-12-01,GAMBIT,COMPLEXITY,2,0
2020-11-30,LIQUID,MOUSESPORTS,0,2
2020-11-30,FAZE,SPIRIT,0,2
2020-11-29,SPIRIT,GAMBIT,1,3
2020-11-29,FURIA,LIQUID,2,1
2020-11-27,MOUSESPORTS,HEROIC,2,1
2020-11-27,VIRTUS.PRO,FURIA,1,2
2020-11-24,SPIRIT,VIRTUS.PRO,1,2
2020-11-24,COMPLEXITY,SPROUT,2,0
2020-11-22,NATUS VINCERE,VITALITY,2,3
2020-11-21,CHAOS,EVIL GENIUSES,2,1
2020-11-21,VIRTUS.PRO,OG,1,2
2020-11-21,COMPLEXITY,VITALITY,0,2
2020-11-21,G2,NATUS VINCERE,1,2
2020-11-20,HEROIC,VITALITY,1,2
2020-11-20,COMPLEXITY,BIG,2,0
2020-11-19,ASTRALIS,NATUS VINCERE,0,2
2020-11-19,FAZE,G2,0,2
2020-11-16,NIP,BIG,1,2
2020-11-16,MOUSESPORTS,G2,1,2
2020-11-14,ASTRALIS,MOUSESPORTS,2,1
2020-11-14,HEROIC,NIP,2,1
2020-11-13,BIG,MOUSESPORTS,1,2
2020-11-12,G2,NIP,1,2
2020-11-11,NATUS VINCERE,SPIRIT,2,0
2020-11-10,SPIRIT,OG,2,0
2020-11-08,LIQUID,CHAOS,2,0
2020-11-08,NATUS VINCERE,COMPLEXITY,1,2
2020-11-08,VITALITY,FAZE,0,2
2020-11-07,COMPLEXITY,FNATIC,2,0
2020-11-06,FAZE,OG,2,1
2020-11-06,VITALITY,SPIRIT,2,0
2020-11-04,ASTRALIS,G2,0,2
2020-11-03,ASTRALIS,G2,2,1
2020-11-02,FURIA,G2,0,2
2020-11-01,GODSENT,HEROIC,2,0
2020-10-31,VITALITY,BIG,2,1
2020-10-31,SPIRIT,SPROUT,2,1
2020-10-31,BIG,COMPLEXITY,2,0
2020-10-30,COMPLEXITY,FAZE,2,0
2020-10-30,VITALITY,BIG,2,0
2020-10-29,VITALITY,COMPLEXITY,2,1
2020-10-28,OG,NATUS VINCERE,2,1
2020-10-28,NATUS VINCERE,NIP,2,1
2020-10-27,NIP,EVIL GENIUSES,2,0
2020-10-27,NATUS VINCERE,OG,0,2
2020-10-26,EVIL GENIUSES,OG,1,2
2020-10-26,NATUS VINCERE,NIP,2,0
2020-10-25,VITALITY,HEROIC,2,3
2020-10-24,ASTRALIS,HEROIC,1,2
2020-10-24,SPROUT,OG,0,2
2020-10-24,BIG,FNATIC,2,0
2020-10-24,HEROIC,NIP,2,1
2020-10-23,ASTRALIS,VITALITY,1,2
2020-10-23,GODSENT,G2,2,0
2020-10-23,FNATIC,NIP,1,2
2020-10-23,BIG,HEROIC,1,2
2020-10-22,G2,FAZE,1,2
2020-10-22,OG,NIP,0,2
2020-10-22,SPROUT,HEROIC,1,2
2020-10-22,BIG,VITALITY,0,2
2020-10-21,FAZE,NIP,0,2
2020-10-21,OG,G2,2,0
2020-10-21,ASTRALIS,FNATIC,2,1
2020-10-20,SPROUT,GODSENT,2,1
2020-10-20,VITALITY,NIP,2,0
2020-10-19,BIG,G2,2,1
2020-10-18,FURIA,100 THIEVES,3,1
2020-10-17,NIP,SPROUT,2,1
2020-10-17,OG,FNATIC,1,2
2020-10-17,HEROIC,G2,1,2
2020-10-16,EVIL GENIUSES,FURIA,0,2
2020-10-16,G2,ASTRALIS,1,2
2020-10-16,VITALITY,FNATIC,2,1
2020-10-16,MOUSESPORTS,OG,0,2
2020-10-16,NIP,ENCE,2,0
2020-10-15,FURIA,LIQUID,2,1
2020-10-15,ASTRALIS,HEROIC,2,1
2020-10-15,FNATIC,OG,2,1
2020-10-15,BIG,FAZE,2,0
2020-10-15,NIP,SPROUT,0,2
2020-10-15,VITALITY,MOUSESPORTS,2,0
2020-10-11,100 THIEVES,LIQUID,2,1
2020-10-11,OG,FAZE,0,3
2020-10-10,VITALITY,FAZE,0,2
2020-10-10,OG,FNATIC,2,1
2020-10-09,LIQUID,CHAOS,2,0
2020-10-09,EVIL GENIUSES,FURIA,0,2
2020-10-09,BIG,FAZE,0,2
2020-10-09,FNATIC,COMPLEXITY,2,0
2020-10-08,100 THIEVES,CHAOS,0,2
2020-10-08,OG,FAZE,2,0
2020-10-08,COMPLEXITY,VITALITY,0,2
2020-10-07,BIG,HEROIC,2,1
2020-10-07,G2,FNATIC,0,2
2020-10-06,HEROIC,FAZE,0,2
2020-10-06,OG,BIG,2,0
2020-10-06,VITALITY,FNATIC,2,1
2020-10-06,G2,COMPLEXITY,0,2
2020-10-04,NATUS VINCERE,ASTRALIS,2,3
2020-10-03,HEROIC,ASTRALIS,0,2
2020-10-02,NATUS VINCERE,HEROIC,2,0
2020-10-02,ASTRALIS,COMPLEXITY,2,0
2020-10-01,BIG,HEROIC,0,2
2020-10-01,NATUS VINCERE,COMPLEXITY,2,0
2020-10-01,SPIRIT,ASTRALIS,0,2
2020-09-30,ASTRALIS,HEROIC,0,2
2020-09-29,BIG,SPIRIT,2,0
2020-09-27,FURIA,100 THIEVES,3,0
2020-09-26,EVIL GENIUSES,100 THIEVES,0,2
2020-09-25,LIQUID,100 THIEVES,1,2
2020-09-24,EVIL GENIUSES,FURIA,0,2
2020-09-22,EVIL GENIUSES,LIQUID,2,0
2020-09-20,LIQUID,GEN.G,2,0
2020-09-20,FURIA,100 THIEVES,0,2
2020-09-19,FURIA,GEN.G,2,0
2020-09-19,COMPLEXITY,FAZE,1,2
2020-09-19,FNATIC,NIP,2,0
2020-09-19,ASTRALIS,SPIRIT,2,0
2020-09-19,BIG,ENCE,2,1
2020-09-19,HEROIC,OG,2,0
2020-09-19,G2,NATUS VINCERE,0,2
2020-09-18,FNATIC,ASTRALIS,1,2
2020-09-17,VITALITY,COMPLEXITY,0,2
2020-09-17,NATUS VINCERE,HEROIC,2,1
2020-09-16,BIG,GODSENT,2,1
2020-09-16,FURIA,EVIL GENIUSES,2,0
2020-09-16,OG,ENCE,2,1
2020-09-15,ASTRALIS,NIP,2,0
2020-09-15,VITALITY,FNATIC,2,0
2020-09-15,FAZE,SPIRIT,1,2
2020-09-13,FURIA,LIQUID,2,0
2020-09-13,NATUS VINCERE,OG,2,1
2020-09-12,BIG,G2,2,1
2020-09-12,EVIL GENIUSES,GEN.G,2,0
2020-09-12,VITALITY,FAZE,2,0
2020-09-11,ASTRALIS,MOUSESPORTS,2,1
2020-09-11,COMPLEXITY,FNATIC,2,1
2020-09-11,NIP,SPIRIT,1,2
2020-09-10,G2,ENCE,0,2
2020-09-10,BIG,HEROIC,1,2
2020-09-09,NIP,MOUSESPORTS,2,1
2020-09-09,COMPLEXITY,SPIRIT,2,1
2020-09-08,FAZE,FNATIC,0,2
2020-09-08,G2,HEROIC,1,2
2020-09-06,LIQUID,100 THIEVES,2,1
2020-09-06,BIG,NATUS VINCERE,0,2
2020-09-06,VITALITY,SPIRIT,1,2
2020-09-05,COMPLEXITY,NIP,2,0
2020-09-04,EVIL GENIUSES,100 THIEVES,2,0
2020-09-04,BIG,OG,2,0
2020-09-03,FNATIC,SPIRIT,2,1
2020-09-02,VITALITY,NIP,2,1
2020-09-01,LIQUID,CHAOS,2,1
2020-09-01,G2,OG,2,1
2020-08-30,HEROIC,VITALITY,3,0
2020-08-29,LIQUID,EVIL GENIUSES,2,3
2020-08-29,VITALITY,NIP,2,0
2020-08-29,HEROIC,G2,2,1
2020-08-28,EVIL GENIUSES,FURIA,2,0
2020-08-28,ASTRALIS,NIP,0,2
2020-08-28,G2,OG,2,1
2020-08-27,COMPLEXITY,HEROIC,0,2
2020-08-26,FAZE,VITALITY,0,2
2020-08-25,100 THIEVES,FURIA,1,2
2020-08-25,FNATIC,HEROIC,0,2
2020-08-25,NIP,NATUS VINCERE,2,0
2020-08-23,G2,HEROIC,2,1
2020-08-23,COMPLEXITY,NATUS VINCERE,2,0
2020-08-22,FURIA,GEN.G,2,0
2020-08-21,EVIL GENIUSES,LIQUID,2,0
2020-08-21,MIBR,FAZE,1,2
2020-08-20,BIG,NIP,1,2
2020-08-19,MIBR,G2,0,2
2020-08-19,NATUS VINCERE,MOUSESPORTS,2,1
2020-08-18,100 THIEVES,GEN.G,2,1
2020-08-18,OG,NIP,2,1
2020-08-16,FURIA,LIQUID,2,1
2020-08-16,HEROIC,BIG,0,2
2020-08-15,OG,HEROIC,0,2
2020-08-15,BIG,OG,2,1
2020-08-15,COMPLEXITY,HEROIC,1,2
2020-08-12,COMPLEXITY,OG,2,0
2020-08-11,BIG,HEROIC,2,0
2020-08-09,OG,SPIRIT,2,1
2020-07-05,EVIL GENIUSES,GEN.G,3,0
2020-07-05,VITALITY,BIG,2,3
2020-07-04,GEN.G,LIQUID,2,1
2020-07-03,LIQUID,EVIL GENIUSES,0,2
2020-07-03,VITALITY,BIG,2,1
2020-07-02,100 THIEVES,GEN.G,0,2
2020-07-02,FURIA,CLOUD9,1,2
2020-07-01,EVIL GENIUSES,GEN.G,2,0
2020-07-01,ENCE,G2,0,2
2020-07-01,FNATIC,BIG,0,2
2020-06-30,100 THIEVES,LIQUID,1,2
2020-06-30,ENCE,FAZE,2,0
2020-06-29,NIP,FNATIC,0,2
2020-06-28,GEN.G,CLOUD9,2,1
2020-06-28,FURIA,LIQUID,0,2
2020-06-28,NATUS VINCERE,SPIRIT,2,0
2020-06-28,FAZE,BIG,0,2
2020-06-28,FNATIC,G2,2,0
2020-06-27,100 THIEVES,CLOUD9,2,0
2020-06-27,LIQUID,EVIL GENIUSES,0,2
2020-06-26,MIBR,FURIA,0,2
2020-06-26,FNATIC,MOUSESPORTS,2,0
2020-06-25,GEN.G,CLOUD9,0,2
2020-06-25,EVIL GENIUSES,FURIA,2,1
2020-06-25,FAZE,BIG,0,2
2020-06-24,LIQUID,MIBR,2,0
2020-06-24,G2,FNATIC,2,0
2020-06-22,BIG,COMPLEXITY,2,0
2020-06-21,MIBR,EVIL GENIUSES,0,2
2020-06-21,COMPLEXITY,VITALITY,2,1
2020-06-21,FAZE,VITALITY,0,2
2020-06-20,FURIA,EVIL GENIUSES,1,2
2020-06-20,NATUS VINCERE,VITALITY,1,2
2020-06-20,COMPLEXITY,FAZE,2,0
2020-06-19,MIBR,EVIL GENIUSES,2,1
2020-06-19,NIP,VITALITY,0,2
2020-06-19,G2,NATUS VINCERE,1,2
2020-06-18,FURIA,LIQUID,2,1
2020-06-18,VITALITY,FAZE,0,2
2020-06-18,NATUS VINCERE,COMPLEXITY,1,2
2020-06-17,LIQUID,EVIL GENIUSES,1,2
2020-06-17,G2,ENCE,2,1
2020-06-16,FURIA,MIBR,0,2
2020-06-16,NATUS VINCERE,NIP,2,0
2020-06-15,FAZE,ENCE,2,1
2020-06-15,G2,VITALITY,0,2
2020-06-15,MAD LIONS,NIP,1,2
2020-06-14,FURIA,LIQUID,3,0
2020-06-13,100 THIEVES,LIQUID,0,2
2020-06-13,LIQUID,CLOUD9,2,0
2020-06-12,MIBR,CLOUD9,0,2
2020-06-12,LIQUID,GEN.G,2,0
2020-06-12,NATUS VINCERE,FAZE,0,2
2020-06-11,FURIA,100 THIEVES,2,1
2020-06-11,FAZE,NIP,2,1
2020-06-11,NATUS VINCERE,MAD LIONS,2,0
2020-06-10,VITALITY,NIP,1,2
2020-06-10,FNATIC,MAD LIONS,1,2
2020-06-09,G2,NATUS VINCERE,2,0
2020-06-09,ASTRALIS,NIP,1,2
2020-06-08,MAD LIONS,SPIRIT,2,0
2020-06-08,COMPLEXITY,FNATIC,1,2
2020-06-07,GEN.G,EVIL GENIUSES,0,2
2020-06-07,NIP,VITALITY,1,2
2020-06-06,EVIL GENIUSES,MIBR,1,2
2020-06-06,FURIA,GEN.G,2,0
2020-06-06,FNATIC,VITALITY,0,2
2020-06-05,MIBR,CLOUD9,2,1
2020-06-05,MOUSESPORTS,ASTRALIS,2,0
2020-06-04,100 THIEVES,CLOUD9,14,16
2020-06-04,MOUSESPORTS,MAD LIONS,15,15
2020-06-03,MIBR,GEN.G,15,15
2020-06-03,EVIL GENIUSES,CLOUD9,16,14
2020-06-03,ASTRALIS,VITALITY,6,16
2020-06-03,FNATIC,MOUSESPORTS,16,14
2020-06-02,FURIA,GEN.G,16,8
2020-06-02,VITALITY,NIP,15,15
2020-06-01,EVIL GENIUSES,100 THIEVES,16,12
2020-06-01,FURIA,MIBR,13,16
2020-06-01,FNATIC,MAD LIONS,10,16
2020-06-01,ASTRALIS,NIP,7,16
2020-05-31,NATUS VINCERE,MOUSESPORTS,3,2
2020-05-30,LIQUID,100 THIEVES,0,2
2020-05-30,GEN.G,CLOUD9,0,2
2020-05-30,MOUSESPORTS,OG,2,1
2020-05-30,GODSENT,SPIRIT,1,2
2020-05-30,NATUS VINCERE,FAZE,2,1
2020-05-29,EVIL GENIUSES,100 THIEVES,2,1
2020-05-29,FNATIC,OG,0,2
2020-05-29,NATUS VINCERE,NIP,2,0
2020-05-29,G2,FAZE,0,2
2020-05-28,100 THIEVES,CLOUD9,2,0
2020-05-28,VITALITY,NIP,2,0
2020-05-27,EVIL GENIUSES,GEN.G,1,2
2020-05-27,FNATIC,FAZE,0,2
2020-05-27,NATUS VINCERE,VITALITY,2,1
2020-05-26,100 THIEVES,GEN.G,2,0
2020-05-26,FNATIC,GODSENT,2,1
2020-05-26,FAZE,SPIRIT,2,1
2020-05-25,EVIL GENIUSES,CLOUD9,1,2
2020-05-25,FAZE,GODSENT,2,1
2020-05-25,FNATIC,SPIRIT,0,2
2020-05-24,MOUSESPORTS,MAD LIONS,0,2
2020-05-23,LIQUID,MIBR,2,0
2020-05-21,LIQUID,FURIA,1,2
2020-05-21,ASTRALIS,G2,0,2
2020-05-20,MIBR,FURIA,0,2
2020-05-17,ASTRALIS,G2,3,0
2020-05-16,G2,FAZE,2,1
2020-05-15,ASTRALIS,FAZE,2,0
2020-05-15,VITALITY,G2,1,2
2020-05-14,VITALITY,NIP,2,1
2020-05-13,ASTRALIS,G2,2,0
2020-05-13,FAZE,NIP,2,1
2020-05-12,VITALITY,GODSENT,2,0
